Дата вылета;Номер рейса;Аэропорт вылета;Аэропорт прилета;Время вылета;Время прилета;Емкость кабины;LF Кабина;Бронирования по кабинам;Тип ВС;Код кабины;Доход пасс;Пассажиры
2024-09-15;1191;KZN;SVO;11:40;13:25;8;1,0;8;32A;C;2469,74;8
2024-09-15;1191;KZN;SVO;11:40;13:25;150;0,9333;140;32A;Y;8481,44;144
2024-09-15;1246;SVO;REN;17:50;22:00;28;0,1429;4;321;C;1190,42;4
2024-09-15;1246;SVO;REN;17:50;22:00;142;0,9577;136;321;Y;9282,69;137
2024-09-15;1276;SVO;KZN;13:10;14:40;12;0,6667;8;32Q;C;1171,66;8
2024-09-15;1276;SVO;KZN;13:10;14:40;184;0,9402;173;32Q;Y;6560,77;174
2024-09-15;1277;KZN;SVO;15:30;17:10;12;0,5833;7;32Q;C;1079,91;7
2024-09-15;1277;KZN;SVO;15:30;17:10;184;0,9674;178;32Q;Y;11060,79;183
2024-09-15;1478;SVO;ABA;00:15;08:50;16;0,125;2;32B;C;751,22;2
2024-09-15;1478;SVO;ABA;00:15;08:50;167;0,8563;143;32B;Y;11591,97;144
2024-09-15;1479;ABA;SVO;10:00;11:00;16;0,0625;1;32B;C;443,23;1
2024-09-15;1479;ABA;SVO;10:00;11:00;167;1,0898;182;32B;Y;19161,44;185
2024-09-15;1524;SVO;RGK;01:10;09:30;16;0,25;4;32B;C;1097,54;4
2024-09-15;1524;SVO;RGK;01:10;09:30;167;0,9701;162;32B;Y;16280,17;162
2024-09-15;1525;RGK;SVO;10:30;11:05;16;0,75;12;32B;C;5564,07;12
2024-09-15;1525;RGK;SVO;10:30;11:05;167;1,0;167;32B;Y;27100,29;169
2024-09-15;1713;KHV;SVO;15:45;16:50;30;0,3;9;77W;C;4926,09;9
2024-09-15;1713;KHV;SVO;15:45;16:50;48;0,3333;16;77W;W;3666,65;16
2024-09-15;1713;KHV;SVO;15:45;16:50;324;1,1481;372;77W;Y;36031,86;379
2024-09-15;2142;SVO;AYT;08:00;12:50;28;0,4286;12;359;C;6645,23;12
2024-09-15;2142;SVO;AYT;08:00;12:50;24;0,2083;5;359;W;1129,03;5
2024-09-15;2142;SVO;AYT;08:00;12:50;264;0,2992;79;359;Y;12092,03;79
2024-09-15;2143;AYT;SVO;14:20;19:20;28;0,6429;18;359;C;16233,63;18
2024-09-15;2143;AYT;SVO;14:20;19:20;24;0,1667;4;359;W;819,9;4
2024-09-15;2143;AYT;SVO;14:20;19:20;264;0,2311;61;359;Y;10961,91;67
2024-09-15;6568;AER;LED;02:20;06:40;12;0,3333;4;320;C;600,0;4
2024-09-15;6568;AER;LED;02:20;06:40;156;0,7372;115;320;Y;18118,26;116
2024-09-15;6574;KJA;LED;05:55;07:00;156;0,9936;155;73H;Y;17107,57;154
2024-11-07;209;PVG;SVO;11:45;16:45;30;0,9;27;77W;C;30208,66;27
2024-11-07;209;PVG;SVO;11:45;16:45;48;0,7708;37;77W;W;16009,66;37
2024-11-07;209;PVG;SVO;11:45;16:45;324;0,9907;321;77W;Y;83903,54;327
2024-11-07;224;SVO;SYX;12:30;03:20;28;0,25;7;333;C;3834,24;7
2024-11-07;224;SVO;SYX;12:30;03:20;268;0,4366;117;333;Y;27921,11;117
2024-11-07;225;SYX;SVO;04:50;10:15;28;0,3929;11;333;C;11158,31;11
2024-11-07;225;SYX;SVO;04:50;10:15;268;0,4552;122;333;Y;32957,32;122
2024-11-07;233;DEL;SVO;05:50;10:10;28;0,25;7;359;C;3659,74;7
2024-11-07;233;DEL;SVO;05:50;10:10;24;0,2917;7;359;W;2274,7;7
2024-11-07;233;DEL;SVO;05:50;10:10;264;1,0265;271;359;Y;54315,09;273
2024-11-07;275;HKT;SVO;12:10;18:25;30;0,3;9;77W;C;9848,24;9
2024-11-07;275;HKT;SVO;12:10;18:25;48;0,3958;19;77W;W;11703,87;19
2024-11-07;275;HKT;SVO;12:10;18:25;324;0,5864;190;77W;Y;52143,74;195
2024-11-07;321;MLE;SVO;11:00;18:00;30;0,7;21;77W;C;39616,79;21
2024-11-07;321;MLE;SVO;11:00;18:00;48;0,75;36;77W;W;22304,81;36
2024-11-07;321;MLE;SVO;11:00;18:00;324;0,6636;215;77W;Y;66832,01;223
2024-11-07;427;SSH;SVO;15:45;22:40;30;0,4667;14;77W;C;5594,39;14
2024-11-07;427;SSH;SVO;15:45;22:40;48;0,1667;8;77W;W;2995,17;8
2024-11-07;427;SSH;SVO;15:45;22:40;324;0,2222;72;77W;Y;20767,79;74
2024-11-07;521;DXB;SVO;16:35;21:25;30;0,8;24;77W;C;31157,9;24
2024-11-07;521;DXB;SVO;16:35;21:25;48;0,7708;37;77W;W;16663,52;37
2024-11-07;521;DXB;SVO;16:35;21:25;324;0,608;197;77W;Y;41833,33;197
2024-11-07;526;SVO;DXB;07:40;14:35;30;0,7333;22;77W;C;19639,07;22
2024-11-07;526;SVO;DXB;07:40;14:35;48;0,0833;4;77W;W;698,78;4
2024-11-07;526;SVO;DXB;07:40;14:35;324;0,2531;82;77W;Y;12671,66;82
2024-11-07;1009;KGD;SVO;06:10;09:50;16;0,5;8;32B;C;1191,22;8
2024-11-07;1009;KGD;SVO;06:10;09:50;167;1,0479;175;32B;Y;6631,97;175
2024-11-07;1018;SVO;KGD;11:25;13:00;16;0,6875;11;32B;C;1399,95;11
2024-11-07;1018;SVO;KGD;11:25;13:00;167;0,988;165;32B;Y;6412,75;165
2024-11-07;1054;SVO;MCX;10:25;13:40;8;0,25;2;32A;C;660,93;2
2024-11-07;1054;SVO;MCX;10:25;13:40;150;0,96;144;32A;Y;7464,53;145
2024-11-07;1055;MCX;SVO;14:40;17:45;8;0,75;6;32A;C;890,66;6
2024-11-07;1055;MCX;SVO;14:40;17:45;150;0,9733;146;32A;Y;9718,35;152
2024-11-07;1129;AER;SVO;06:05;09:40;16;0,375;6;32B;C;1445,88;6
2024-11-07;1129;AER;SVO;06:05;09:40;167;1,0359;173;32B;Y;14179,47;176
2024-11-07;1141;AER;SVO;21:20;00:45;28;0,3571;10;321;C;2668,05;10
2024-11-07;1141;AER;SVO;21:20;00:45;142;1,0775;153;321;Y;11799,01;159
2024-11-07;1190;SVO;KZN;10:40;12:20;16;0,375;6;32B;C;1311,69;6
2024-11-07;1190;SVO;KZN;10:40;12:20;167;1,0359;173;32B;Y;5597,15;173
2024-11-07;1191;KZN;SVO;13:20;15:05;16;0,125;2;32B;C;309,83;3
2024-11-07;1191;KZN;SVO;13:20;15:05;167;0,9401;157;32B;Y;5170,8;157
2024-11-07;1246;SVO;REN;06:55;11:20;8;0,25;2;32A;C;486,49;2
2024-11-07;1246;SVO;REN;06:55;11:20;150;1,04;156;32A;Y;7338,47;156
2024-11-07;1276;SVO;KZN;08:05;10:00;16;0,125;2;32B;C;592,95;2
2024-11-07;1276;SVO;KZN;08:05;10:00;167;0,982;164;32B;Y;5701,07;164
2024-11-07;1277;KZN;SVO;10:50;12:35;16;0,0;0;32B;C;165,85;1
2024-11-07;1277;KZN;SVO;10:50;12:35;167;1,012;169;32B;Y;6183,34;171
2024-11-07;1478;SVO;ABA;23:50;08:45;20;0,3;6;73H;C;1790,24;6
2024-11-07;1478;SVO;ABA;23:50;08:45;138;1,1014;152;73H;Y;19252,08;152
2024-11-07;1524;SVO;RGK;00:05;08:35;20;0,45;9;73H;C;3767,26;9
2024-11-07;1524;SVO;RGK;00:05;08:35;138;1,0435;144;73H;Y;11839,63;144
2024-11-07;1525;RGK;SVO;11:45;12:40;20;0,55;11;73H;C;4586,7;11
2024-11-07;1525;RGK;SVO;11:45;12:40;138;0,9783;135;73H;Y;8969,86;137
2024-11-07;1713;KHV;SVO;14:35;15:55;28;0,3929;11;359;C;6950,0;11
2024-11-07;1713;KHV;SVO;14:35;15:55;24;0,75;18;359;W;5052,54;18
2024-11-07;1713;KHV;SVO;14:35;15:55;264;1,0606;280;359;Y;28760,69;283
2024-11-07;2142;SVO;AYT;11:15;16:30;16;0,5625;9;32B;C;3879,91;9
2024-11-07;2142;SVO;AYT;11:15;16:30;167;0,3413;57;32B;Y;10410,22;57
2024-11-07;2143;AYT;SVO;17:30;22:15;16;0,8125;13;32B;C;8172,03;15
2024-11-07;2143;AYT;SVO;17:30;22:15;167;0,4072;68;32B;Y;23910,02;68
2024-11-07;6568;AER;LED;08:00;12:25;8;0,25;2;319;C;59,46;2
2024-11-07;6568;AER;LED;08:00;12:25;120;0,9833;118;319;Y;12521,29;118
2024-11-07;6574;KJA;LED;20:45;21:40;8;0,125;1;319;C;146,35;1
2024-11-07;6574;KJA;LED;20:45;21:40;120;0,6833;82;319;Y;5971,32;84
2024-11-07;6792;SVX;KJA;12:15;17:10;8;0,125;1;319;C;91,11;1
2024-11-07;6792;SVX;KJA;12:15;17:10;120;1,075;129;319;Y;6809,79;129
2024-10-07;209;PVG;SVO;11:40;16:20;28;0,25;7;77W;C;3761,99;7
2024-10-07;209;PVG;SVO;11:40;16:20;24;0,0417;1;77W;W;320,61;1
2024-10-07;209;PVG;SVO;11:40;16:20;375;0,384;144;77W;Y;27620,46;144
2024-10-07;224;SVO;SYX;12:40;03:20;28;0,4643;13;333;C;6146,14;13
2024-10-07;224;SVO;SYX;12:40;03:20;268;0,5;134;333;Y;29172,8;134
2024-10-07;225;SYX;SVO;04:50;10:30;28;0,1429;4;333;C;2835,81;5
2024-10-07;225;SYX;SVO;04:50;10:30;268;0,4067;109;333;Y;21068,69;111
2024-10-07;233;DEL;SVO;05:00;09:00;12;0,5833;7;32Q;C;4609,13;7
2024-10-07;233;DEL;SVO;05:00;09:00;184;0,9565;176;32Q;Y;43222,92;178
2024-10-07;275;HKT;SVO;10:35;16:40;28;0,1429;4;77W;C;4250,48;4
2024-10-07;275;HKT;SVO;10:35;16:40;24;0,125;3;77W;W;1416,06;3
2024-10-07;275;HKT;SVO;10:35;16:40;375;0,176;66;77W;Y;16612,23;68
2024-10-07;321;MLE;SVO;11:05;17:35;28;0,4643;13;359;C;23764,46;13
2024-10-07;321;MLE;SVO;11:05;17:35;24;0,7083;17;359;W;9370,65;17
2024-10-07;321;MLE;SVO;11:05;17:35;264;0,5303;140;359;Y;37092,88;140
2024-10-07;427;SSH;SVO;16:30;22:30;30;0,5;15;77W;C;5399,75;15
2024-10-07;427;SSH;SVO;16:30;22:30;324;0,142;46;77W;Y;8402,47;46
2024-10-07;521;DXB;SVO;16:05;20:50;30;0,3333;10;77W;C;1976,43;10
2024-10-07;521;DXB;SVO;16:05;20:50;48;0,0833;4;77W;W;1379,61;4
2024-10-07;521;DXB;SVO;16:05;20:50;324;0,2315;75;77W;Y;12430,62;75
2024-10-07;526;SVO;DXB;09:30;16:20;20;0,5;10;73H;C;7912,89;10
2024-10-07;526;SVO;DXB;09:30;16:20;138;0,558;77;73H;Y;14099,09;78
2024-10-07;1018;SVO;KGD;12:05;13:40;16;0,75;12;32B;C;1709,46;12
2024-10-07;1018;SVO;KGD;12:05;13:40;167;1,024;171;32B;Y;6246,85;171
2024-10-07;1141;AER;SVO;06:20;09:50;16;0,9375;15;32B;C;5350,12;15
2024-10-07;1141;AER;SVO;06:20;09:50;167;1,012;169;32B;Y;16623,63;171
2024-10-07;1190;SVO;KZN;09:05;10:50;8;0,625;5;32A;C;1305,39;5
2024-10-07;1190;SVO;KZN;09:05;10:50;150;0,9067;136;32A;Y;5301,62;143
2024-10-07;1191;KZN;SVO;11:40;13:20;8;0,625;5;32A;C;1021,4;5
2024-10-07;1191;KZN;SVO;11:40;13:20;150;0,8467;127;32A;Y;5153,2;135
2024-10-07;1246;SVO;REN;17:45;22:00;12;0,1667;2;32N;C;576,05;2
2024-10-07;1246;SVO;REN;17:45;22:00;144;1,0069;145;32N;Y;6421,63;145
2024-10-07;1276;SVO;KZN;13:05;14:40;8;0,25;2;32A;C;339,91;2
2024-10-07;1276;SVO;KZN;13:05;14:40;150;0,9067;136;32A;Y;5096,93;140
2024-10-07;1277;KZN;SVO;15:30;17:10;8;0,875;7;32A;C;1587,76;7
2024-10-07;1277;KZN;SVO;15:30;17:10;150;0,9133;137;32A;Y;5312,24;144
2024-10-07;1478;SVO;ABA;00:10;08:50;8;1,0;8;32A;C;4628,21;8
2024-10-07;1478;SVO;ABA;00:10;08:50;150;0,9;135;32A;Y;12649,2;137
2024-10-07;1479;ABA;SVO;10:00;11:00;8;0,125;1;32A;C;442,26;1
2024-10-07;1479;ABA;SVO;10:00;11:00;150;0,92;138;32A;Y;11045,37;139
2024-10-07;1524;SVO;RGK;00:10;08:35;20;0,7;14;73H;C;5536,39;14
2024-10-07;1524;SVO;RGK;00:10;08:35;138;1,0072;139;73H;Y;16263,53;139
2024-10-07;1525;RGK;SVO;11:20;11:50;20;0,3;6;73H;C;1190,29;6
2024-10-07;1525;RGK;SVO;11:20;11:50;138;1,0217;141;73H;Y;13666,05;144
2024-10-07;1713;KHV;SVO;15:45;16:50;30;0,1;3;77W;C;1621,34;3
2024-10-07;1713;KHV;SVO;15:45;16:50;48;0,875;42;77W;W;10210,22;42
2024-10-07;1713;KHV;SVO;15:45;16:50;324;1,0154;329;77W;Y;31228,65;329
2024-10-07;2142;SVO;AYT;08:00;12:50;30;0,4333;13;77W;C;8211,07;13
2024-10-07;2142;SVO;AYT;08:00;12:50;48;0,4792;23;77W;W;6394,61;23
2024-10-07;2142;SVO;AYT;08:00;12:50;324;0,4691;152;77W;Y;31493,57;152
2024-10-07;2143;AYT;SVO;14:20;19:20;30;0,6;18;77W;C;10527,0;18
2024-10-07;2143;AYT;SVO;14:20;19:20;48;0,3125;15;77W;W;4130,18;15
2024-10-07;2143;AYT;SVO;14:20;19:20;324;0,4475;145;77W;Y;23292,81;150
2024-10-07;6568;AER;LED;02:20;06:40;8;0,75;6;32A;C;1987,84;6
2024-10-07;6568;AER;LED;02:20;06:40;150;1,0067;151;32A;Y;16107,82;151
2024-10-07;6574;KJA;LED;05:55;07:00;12;0,25;3;73H;C;887,57;3
2024-10-07;6574;KJA;LED;05:55;07:00;156;0,9615;150;73H;Y;15577,69;150
2024-10-07;6792;SVX;KJA;12:30;17:45;8;0,25;2;319;C;161,49;2
2024-10-07;6792;SVX;KJA;12:30;17:45;120;1,0583;127;319;Y;6507,51;128
2024-09-09;209;PVG;SVO;11:40;16:20;28;0,3214;9;77W;C;4903,26;9
2024-09-09;209;PVG;SVO;11:40;16:20;24;0,625;15;77W;W;5376,04;15
2024-09-09;209;PVG;SVO;11:40;16:20;375;0,7307;274;77W;Y;49233,72;282
2024-09-09;224;SVO;SYX;12:30;03:20;28;0,1071;3;359;C;1126,01;3
2024-09-09;224;SVO;SYX;12:30;03:20;264;0,5152;136;359;Y;27026,62;136
2024-09-09;225;SYX;SVO;04:50;10:45;28;0,1429;4;333;C;2467,31;4
2024-09-09;225;SYX;SVO;04:50;10:45;268;0,4515;121;333;Y;25168,81;121
2024-09-09;233;DEL;SVO;05:00;09:00;12;0,1667;2;32Q;C;1170,08;2
2024-09-09;233;DEL;SVO;05:00;09:00;184;0,9946;183;32Q;Y;37981,34;184
2024-09-09;275;HKT;SVO;10:35;16:40;28;0,0714;2;77W;C;980,09;2
2024-09-09;275;HKT;SVO;10:35;16:40;375;0,2587;97;77W;Y;23711,55;104
2024-09-09;321;MLE;SVO;11:05;17:50;28;0,2857;8;359;C;12367,45;8
2024-09-09;321;MLE;SVO;11:05;17:50;24;0,7083;17;359;W;8639,31;17
2024-09-09;321;MLE;SVO;11:05;17:50;264;0,5038;133;359;Y;34990,67;133
2024-09-09;427;SSH;SVO;16:30;22:30;28;0,2143;6;333;C;1465,3;6
2024-09-09;427;SSH;SVO;16:30;22:30;268;0,0672;18;333;Y;3060,77;18
2024-09-09;526;SVO;DXB;11:20;18:20;20;0,55;11;73H;C;10809,49;11
2024-09-09;526;SVO;DXB;11:20;18:20;138;0,2029;28;73H;Y;9265,91;28
2024-09-09;1009;KGD;SVO;03:00;06:35;16;0,4375;7;32B;C;854,24;7
2024-09-09;1009;KGD;SVO;03:00;06:35;29;0,931;27;32B;W;2347,4;27
2024-09-09;1009;KGD;SVO;03:00;06:35;138;1,0797;149;32B;Y;5192,06;151
2024-09-09;1018;SVO;KGD;12:05;13:40;16;0,75;12;32B;C;1498,79;12
2024-09-09;1018;SVO;KGD;12:05;13:40;29;0,6552;19;32B;W;1512,4;19
2024-09-09;1018;SVO;KGD;12:05;13:40;138;1,0435;144;32B;Y;4858,06;145
2024-09-09;1054;SVO;MCX;21:45;00:45;8;0,375;3;32A;C;663,39;3
2024-09-09;1054;SVO;MCX;21:45;00:45;150;0,7133;107;32A;Y;3271,66;107
2024-09-09;1055;MCX;SVO;06:20;09:10;8;0,625;5;32A;C;1088,45;5
2024-09-09;1055;MCX;SVO;06:20;09:10;150;1,0267;154;32A;Y;12973,21;158
2024-09-09;1129;AER;SVO;20:10;23:30;8;0,75;6;32A;C;1308,29;6
2024-09-09;1129;AER;SVO;20:10;23:30;30;0,1333;4;32A;W;619,14;5
2024-09-09;1129;AER;SVO;20:10;23:30;120;0,7583;91;32A;Y;8538,51;89
2024-09-09;1141;AER;SVO;06:20;09:55;8;0,375;3;32A;C;399,12;3
2024-09-09;1141;AER;SVO;06:20;09:55;30;0,0667;2;32A;W;230,84;2
2024-09-09;1141;AER;SVO;06:20;09:55;120;1,275;153;32A;Y;13459,99;156
2024-09-09;1190;SVO;KZN;09:15;10:50;16;0,5625;9;32B;C;4150,47;9
2024-09-09;1190;SVO;KZN;09:15;10:50;167;0,9701;162;32B;Y;11012,8;166
2024-09-09;1191;KZN;SVO;11:40;13:25;16;0,3125;5;32B;C;1553,39;5
2024-09-09;1191;KZN;SVO;11:40;13:25;167;0,9701;162;32B;Y;5648,56;174
2024-09-09;1246;SVO;REN;17:50;22:00;8;0,375;3;32A;C;663,39;3
2024-09-09;1246;SVO;REN;17:50;22:00;150;0,84;126;32A;Y;5415,24;128
2024-09-09;1276;SVO;KZN;13:10;14:40;16;0,375;6;32B;C;2345,64;6
2024-09-09;1276;SVO;KZN;13:10;14:40;167;1,018;170;32B;Y;9797,1;171
2024-09-09;1277;KZN;SVO;15:30;17:10;16;0,625;10;32B;C;3245,09;10
2024-09-09;1277;KZN;SVO;15:30;17:10;167;1,012;169;32B;Y;6859,44;169
2024-09-09;1478;SVO;ABA;00:15;08:50;16;0,1875;3;32B;C;1258,83;3
2024-09-09;1478;SVO;ABA;00:15;08:50;167;0,7066;118;32B;Y;9169,72;119
2024-09-09;1479;ABA;SVO;10:00;11:00;16;0,1875;3;32B;C;1540,85;3
2024-09-09;1479;ABA;SVO;10:00;11:00;167;1,0539;176;32B;Y;16450,84;177
2024-09-09;1524;SVO;RGK;01:10;09:30;20;0,55;11;73H;C;4064,65;11
2024-09-09;1524;SVO;RGK;01:10;09:30;138;1,0362;143;73H;Y;14615,28;143
2024-09-09;1525;RGK;SVO;10:30;11:05;20;0,65;13;73H;C;7579,78;15
2024-09-09;1525;RGK;SVO;10:30;11:05;138;0,913;126;73H;Y;11749,03;128
2024-09-09;2142;SVO;AYT;08:00;12:50;28;0,4286;12;359;C;7215,92;12
2024-09-09;2142;SVO;AYT;08:00;12:50;24;0,0;0;359;W;688,15;3
2024-09-09;2142;SVO;AYT;08:00;12:50;264;0,197;52;359;Y;7229,67;49
2024-09-09;2143;AYT;SVO;14:20;19:20;28;0,3571;10;359;C;4407,45;10
2024-09-09;2143;AYT;SVO;14:20;19:20;264;0,197;52;359;Y;7485,35;52
2024-09-09;6568;AER;LED;02:20;06:40;12;0,4167;5;73H;C;1159,46;5
2024-09-09;6568;AER;LED;02:20;06:40;156;0,7115;111;73H;Y;10791,24;111
2024-09-09;6574;KJA;LED;05:55;07:00;12;0,5833;7;320;C;2547,52;8
2024-09-09;6574;KJA;LED;05:55;07:00;156;0,9295;145;320;Y;14908,61;146
2024-09-09;6792;SVX;KJA;20:30;01:45;8;0,125;1;319;C;168,92;1
2024-09-09;6792;SVX;KJA;20:30;01:45;120;0,9917;119;319;Y;9247,94;119
2025-01-01;209;PVG;SVO;11:45;16:50;48;0,0625;3;77W;W;916,04;3
2025-01-01;209;PVG;SVO;11:45;16:50;324;0,2068;67;77W;Y;7768,33;68
2025-01-01;224;SVO;SYX;12:30;03:20;28;0,5;14;333;C;26751,32;14
2025-01-01;224;SVO;SYX;12:30;03:20;268;0,4925;132;333;Y;40913,8;133
2025-01-01;233;DEL;SVO;05:50;10:10;28;0,0357;1;359;C;609,05;1
2025-01-01;233;DEL;SVO;05:50;10:10;264;0,2235;59;359;Y;8401,97;60
2025-01-01;275;HKT;SVO;12:10;18:25;24;0,4583;11;77W;W;4803,69;11
2025-01-01;275;HKT;SVO;12:10;18:25;375;0,2587;97;77W;Y;15901,57;98
2025-01-01;321;MLE;SVO;11:00;18:00;30;0,0333;1;77W;C;2014,68;1
2025-01-01;321;MLE;SVO;11:00;18:00;324;0,1019;33;77W;Y;5142,16;33
2025-01-01;427;SSH;SVO;15:45;22:35;30;0,2333;7;77W;C;2283,34;7
2025-01-01;427;SSH;SVO;15:45;22:35;48;0,0417;2;77W;W;453,16;2
2025-01-01;427;SSH;SVO;15:45;22:35;324;0,1049;34;77W;Y;4349,68;34
2025-01-01;521;DXB;SVO;16:35;21:25;30;0,1333;4;77W;C;1461,68;4
2025-01-01;521;DXB;SVO;16:35;21:25;48;0,1042;5;77W;W;1614,12;5
2025-01-01;521;DXB;SVO;16:35;21:25;324;0,0741;24;77W;Y;4653,95;24
2025-01-01;526;SVO;DXB;11:15;18:00;30;0,5333;16;77W;C;16377,96;16
2025-01-01;526;SVO;DXB;11:15;18:00;48;0,9583;46;77W;W;18786,15;46
2025-01-01;526;SVO;DXB;11:15;18:00;324;0,8056;261;77W;Y;59890,99;261
2025-01-01;638;VVO;HKT;03:15;08:00;30;0,7333;22;77W;C;27196,02;22
2025-01-01;638;VVO;HKT;03:15;08:00;48;0,5833;28;77W;W;13569,26;28
2025-01-01;638;VVO;HKT;03:15;08:00;324;0,5154;167;77W;Y;63820,51;168
2025-01-01;1009;KGD;SVO;08:10;11:50;16;0,3125;5;32B;C;729,73;5
2025-01-01;1009;KGD;SVO;08:10;11:50;29;0,0345;1;32B;W;38,18;1
2025-01-01;1009;KGD;SVO;08:10;11:50;138;1,0;138;32B;Y;5868,32;138
2025-01-01;1018;SVO;KGD;11:20;13:00;16;0,4375;7;32B;C;1094,61;7
2025-01-01;1018;SVO;KGD;11:20;13:00;29;0,931;27;32B;W;3088,69;27
2025-01-01;1018;SVO;KGD;11:20;13:00;138;1,0;138;32B;Y;5155,09;138
2025-01-01;1054;SVO;MCX;10:35;13:40;8;0,625;5;32A;C;634,73;5
2025-01-01;1054;SVO;MCX;10:35;13:40;150;1,02;153;32A;Y;8570,48;155
2025-01-01;1055;MCX;SVO;14:40;17:45;150;1,0067;151;32A;Y;7570,93;152
2025-01-01;1129;AER;SVO;10:05;13:40;8;0,5;4;32A;C;667,32;4
2025-01-01;1129;AER;SVO;10:05;13:40;150;0,5333;80;32A;Y;2566,81;88
2025-01-01;1141;AER;SVO;21:20;00:45;28;0,2143;6;321;C;1718,38;6
2025-01-01;1141;AER;SVO;21:20;00:45;142;0,5775;82;321;Y;2209,06;86
2025-01-01;1190;SVO;KZN;10:40;12:20;167;0,7904;132;32B;Y;4206,47;134
2025-01-01;1191;KZN;SVO;13:20;15:05;167;0,6766;113;32B;Y;3426,22;115
2025-01-01;1246;SVO;REN;06:55;11:20;150;1,04;156;32A;Y;6961,26;157
2025-01-01;1525;RGK;SVO;16:55;17:45;20;0,25;5;73H;C;2903,69;5
2025-01-01;1525;RGK;SVO;16:55;17:45;138;0,6087;84;73H;Y;5426,78;84
2025-01-01;1713;KHV;SVO;14:35;15:55;36;0,2222;8;333;C;1906,89;8
2025-01-01;1713;KHV;SVO;14:35;15:55;265;1,0038;266;333;Y;26087,99;275
2025-01-01;2142;SVO;AYT;11:25;16:30;16;0,0625;1;32B;C;497,13;1
2025-01-01;2142;SVO;AYT;11:25;16:30;167;0,4671;78;32B;Y;14500,7;78
2025-01-01;2143;AYT;SVO;17:30;22:30;167;0,1078;18;32B;Y;2180,88;18
2025-01-01;6321;LED;KGD;19:10;20:00;95;0,9368;89;SU9;Y;3310,67;92
2025-01-01;6574;KJA;LED;20:45;21:40;120;0,7;84;319;Y;7308,01;85
2024-11-29;209;PVG;SVO;11:45;16:50;30;1,0;30;77W;C;45468,3;30
2024-11-29;209;PVG;SVO;11:45;16:50;48;1,0;48;77W;W;44803,27;49
2024-11-29;209;PVG;SVO;11:45;16:50;324;0,8549;277;77W;Y;148909,85;281
2024-11-29;224;SVO;SYX;15:10;06:00;268;0,2276;61;333;Y;12476,14;61
2024-11-29;225;SYX;SVO;04:50;10:15;28;0,3214;9;359;C;5338,87;9
2024-11-29;225;SYX;SVO;04:50;10:15;264;0,4697;124;359;Y;30773,75;126
2024-11-29;233;DEL;SVO;05:50;10:10;28;0,5714;16;333;C;10789,99;16
2024-11-29;233;DEL;SVO;05:50;10:10;268;0,9739;261;333;Y;59909,11;264
2024-11-29;275;HKT;SVO;12:10;18:25;30;0,4;12;77W;C;7111,13;12
2024-11-29;275;HKT;SVO;12:10;18:25;48;0,2708;13;77W;W;7107,74;13
2024-11-29;275;HKT;SVO;12:10;18:25;324;0,6728;218;77W;Y;62133,43;218
2024-11-29;321;MLE;SVO;11:00;18:00;28;0,8929;25;359;C;15696,94;25
2024-11-29;321;MLE;SVO;11:00;18:00;24;0,5833;14;359;W;6619,55;14
2024-11-29;321;MLE;SVO;11:00;18:00;264;0,6136;162;359;Y;40489,11;162
2024-11-29;427;SSH;SVO;15:45;22:35;30;0,3667;11;77W;C;2936,76;11
2024-11-29;427;SSH;SVO;15:45;22:35;48;0,125;6;77W;W;977,22;6
2024-11-29;427;SSH;SVO;15:45;22:35;324;0,2253;73;77W;Y;14052,77;73
2024-11-29;521;DXB;SVO;16:35;21:25;30;0,6;18;77W;C;16873,39;18
2024-11-29;521;DXB;SVO;16:35;21:25;48;0,7917;38;77W;W;14741,68;38
2024-11-29;521;DXB;SVO;16:35;21:25;324;0,5864;190;77W;Y;34905,02;190
2024-11-29;526;SVO;DXB;11:15;18:00;28;0,5357;15;333;C;12630,77;15
2024-11-29;526;SVO;DXB;11:15;18:00;268;0,4142;111;333;Y;15873,56;111
2024-11-29;1009;KGD;SVO;06:10;09:50;16;0,5625;9;32B;C;1651,51;9
2024-11-29;1009;KGD;SVO;06:10;09:50;167;1,0419;174;32B;Y;6929,54;174
2024-11-29;1018;SVO;KGD;11:20;13:00;16;0,8125;13;32B;C;1987,41;13
2024-11-29;1018;SVO;KGD;11:20;13:00;29;0,4483;13;32B;W;1099,32;14
2024-11-29;1018;SVO;KGD;11:20;13:00;138;1,0725;148;32B;Y;5598,23;147
2024-11-29;1054;SVO;MCX;10:35;13:40;8;0,125;1;32A;C;92,11;1
2024-11-29;1054;SVO;MCX;10:35;13:40;150;0,96;144;32A;Y;5354,82;144
2024-11-29;1055;MCX;SVO;14:40;17:40;8;0,125;1;32A;C;528,63;3
2024-11-29;1055;MCX;SVO;14:40;17:40;150;1,02;153;32A;Y;9107,19;153
2024-11-29;1129;AER;SVO;06:05;09:40;8;1,0;8;32A;C;2916,5;8
2024-11-29;1129;AER;SVO;06:05;09:40;150;1,0133;152;32A;Y;14910,43;166
2024-11-29;1141;AER;SVO;21:20;00:45;28;0,8214;23;321;C;7326,49;23
2024-11-29;1141;AER;SVO;21:20;00:45;142;1,0211;145;321;Y;17967,49;148
2024-11-29;1190;SVO;KZN;10:40;12:20;16;0,5;8;32B;C;1765,97;8
2024-11-29;1190;SVO;KZN;10:40;12:20;167;1,0539;176;32B;Y;5480,82;178
